repo,sha,date,file,loc,warns_dup,warns_em,churn_14d,age_days
aiohttp,010ea92db0160e6a603b37683b3cf2749dfdd6d6,2014-03-31T10:18:11-07:00,aiohttp/test_utils.py,287,0,0,59,180
aiohttp,010ea92db0160e6a603b37683b3cf2749dfdd6d6,2014-03-31T10:18:11-07:00,examples/wsclient.py,101,0,0,4,180
aiohttp,010ea92db0160e6a603b37683b3cf2749dfdd6d6,2014-03-31T10:18:11-07:00,examples/crawl.py,104,0,0,8,180
aiohttp,010ea92db0160e6a603b37683b3cf2749dfdd6d6,2014-03-31T10:18:11-07:00,setup.py,38,0,0,11,180
aiohttp,010ea92db0160e6a603b37683b3cf2749dfdd6d6,2014-03-31T10:18:11-07:00,examples/srv.py,165,0,0,7,180
aiohttp,010ea92db0160e6a603b37683b3cf2749dfdd6d6,2014-03-31T10:18:11-07:00,aiohttp/protocol.py,818,6,0,22,180
aiohttp,010ea92db0160e6a603b37683b3cf2749dfdd6d6,2014-03-31T10:18:11-07:00,aiohttp/server.py,290,0,1,57,180
aiohttp,010ea92db0160e6a603b37683b3cf2749dfdd6d6,2014-03-31T10:18:11-07:00,aiohttp/parsers.py,444,9,0,247,180
aiohttp,010ea92db0160e6a603b37683b3cf2749dfdd6d6,2014-03-31T10:18:11-07:00,examples/wssrv.py,316,0,0,30,180
aiohttp,010ea92db0160e6a603b37683b3cf2749dfdd6d6,2014-03-31T10:18:11-07:00,examples/tcp_protocol_parser.py,176,0,0,2,180
aiohttp,010ea92db0160e6a603b37683b3cf2749dfdd6d6,2014-03-31T10:18:11-07:00,examples/mpsrv.py,296,0,0,9,180
aiohttp,010ea92db0160e6a603b37683b3cf2749dfdd6d6,2014-03-31T10:18:11-07:00,aiohttp/session.py,116,1,0,202,180
aiohttp,010ea92db0160e6a603b37683b3cf2749dfdd6d6,2014-03-31T10:18:11-07:00,aiohttp/__init__.py,14,0,0,22,180
aiohttp,010ea92db0160e6a603b37683b3cf2749dfdd6d6,2014-03-31T10:18:11-07:00,aiohttp/client.py,982,5,0,642,180
aiohttp,010ea92db0160e6a603b37683b3cf2749dfdd6d6,2014-03-31T10:18:11-07:00,aiohttp/wsgi.py,233,0,0,22,180
aiohttp,010ea92db0160e6a603b37683b3cf2749dfdd6d6,2014-03-31T10:18:11-07:00,examples/curl.py,24,0,0,10,180
aiohttp,010ea92db0160e6a603b37683b3cf2749dfdd6d6,2014-03-31T10:18:11-07:00,aiohttp/websocket.py,231,0,0,6,180
aiohttp,e978361902b566cb4a97200ad522b0b7f2aa23c4,2014-09-12T14:37:16+02:00,aiohttp/server.py,326,0,1,0,345
aiohttp,e978361902b566cb4a97200ad522b0b7f2aa23c4,2014-09-12T14:37:16+02:00,aiohttp/client.py,897,3,0,25,345
aiohttp,e978361902b566cb4a97200ad522b0b7f2aa23c4,2014-09-12T14:37:16+02:00,aiohttp/streams.py,403,10,0,0,69
aiohttp,e978361902b566cb4a97200ad522b0b7f2aa23c4,2014-09-12T14:37:16+02:00,aiohttp/parsers.py,449,3,0,0,345
aiohttp,e978361902b566cb4a97200ad522b0b7f2aa23c4,2014-09-12T14:37:16+02:00,aiohttp/connector.py,432,1,0,0,158
aiohttp,e978361902b566cb4a97200ad522b0b7f2aa23c4,2014-09-12T14:37:16+02:00,aiohttp/protocol.py,857,4,0,0,345
aiohttp,e978361902b566cb4a97200ad522b0b7f2aa23c4,2014-09-12T14:37:16+02:00,aiohttp/websocket.py,253,0,0,45,345
aiohttp,2f856f59f1ab99989b815ae1b6e84ed68788db1b,2014-10-15T09:45:54-07:00,aiohttp/test_utils.py,307,0,0,8,378
aiohttp,2f856f59f1ab99989b815ae1b6e84ed68788db1b,2014-10-15T09:45:54-07:00,setup.py,47,0,0,3,378
aiohttp,2f856f59f1ab99989b815ae1b6e84ed68788db1b,2014-10-15T09:45:54-07:00,aiohttp/protocol.py,858,4,0,28,378
aiohttp,2f856f59f1ab99989b815ae1b6e84ed68788db1b,2014-10-15T09:45:54-07:00,aiohttp/server.py,326,0,1,0,378
aiohttp,2f856f59f1ab99989b815ae1b6e84ed68788db1b,2014-10-15T09:45:54-07:00,aiohttp/helpers.py,260,0,0,128,104
aiohttp,2f856f59f1ab99989b815ae1b6e84ed68788db1b,2014-10-15T09:45:54-07:00,aiohttp/parsers.py,449,3,0,0,378
aiohttp,2f856f59f1ab99989b815ae1b6e84ed68788db1b,2014-10-15T09:45:54-07:00,aiohttp/multidict.py,240,0,0,31,138
aiohttp,2f856f59f1ab99989b815ae1b6e84ed68788db1b,2014-10-15T09:45:54-07:00,aiohttp/streams.py,403,10,0,0,102
aiohttp,2f856f59f1ab99989b815ae1b6e84ed68788db1b,2014-10-15T09:45:54-07:00,aiohttp/connector.py,432,1,0,0,191
aiohttp,2f856f59f1ab99989b815ae1b6e84ed68788db1b,2014-10-15T09:45:54-07:00,aiohttp/__init__.py,22,0,0,6,378
aiohttp,2f856f59f1ab99989b815ae1b6e84ed68788db1b,2014-10-15T09:45:54-07:00,aiohttp/client.py,926,3,0,10,378
aiohttp,2f856f59f1ab99989b815ae1b6e84ed68788db1b,2014-10-15T09:45:54-07:00,docs/conf.py,282,0,0,4,224
aiohttp,e125893c26289493990627dcc7fdbca35ae57b67,2014-10-16T19:08:07-07:00,aiohttp/test_utils.py,307,0,0,8,380
aiohttp,e125893c26289493990627dcc7fdbca35ae57b67,2014-10-16T19:08:07-07:00,aiohttp/streams.py,403,10,0,0,104
aiohttp,e125893c26289493990627dcc7fdbca35ae57b67,2014-10-16T19:08:07-07:00,aiohttp/connector.py,432,1,0,0,192
aiohttp,e125893c26289493990627dcc7fdbca35ae57b67,2014-10-16T19:08:07-07:00,aiohttp/protocol.py,858,4,0,28,380
aiohttp,e125893c26289493990627dcc7fdbca35ae57b67,2014-10-16T19:08:07-07:00,aiohttp/web.py,639,0,0,2126,3
aiohttp,e125893c26289493990627dcc7fdbca35ae57b67,2014-10-16T19:08:07-07:00,aiohttp/__init__.py,22,0,0,2,380
aiohttp,e125893c26289493990627dcc7fdbca35ae57b67,2014-10-16T19:08:07-07:00,aiohttp/server.py,326,0,1,8,380
aiohttp,e125893c26289493990627dcc7fdbca35ae57b67,2014-10-16T19:08:07-07:00,aiohttp/helpers.py,260,0,0,128,105
aiohttp,e125893c26289493990627dcc7fdbca35ae57b67,2014-10-16T19:08:07-07:00,aiohttp/client.py,926,3,0,21,380
aiohttp,e125893c26289493990627dcc7fdbca35ae57b67,2014-10-16T19:08:07-07:00,examples/web_srv.py,55,0,0,8,2
aiohttp,e125893c26289493990627dcc7fdbca35ae57b67,2014-10-16T19:08:07-07:00,aiohttp/parsers.py,449,3,0,0,380
aiohttp,e125893c26289493990627dcc7fdbca35ae57b67,2014-10-16T19:08:07-07:00,aiohttp/multidict.py,260,0,0,9,140
aiohttp,e125893c26289493990627dcc7fdbca35ae57b67,2014-10-16T19:08:07-07:00,aiohttp/abc.py,18,0,0,2,0
aiohttp,e125893c26289493990627dcc7fdbca35ae57b67,2014-10-16T19:08:07-07:00,examples/wssrv.py,318,0,0,2,380
aiohttp,e125893c26289493990627dcc7fdbca35ae57b67,2014-10-16T19:08:07-07:00,examples/mpsrv.py,293,0,0,2,380
aiohttp,8a0295464c05e2f9159c8985fecf02f92079671a,2014-10-18T07:48:16-07:00,aiohttp/test_utils.py,307,0,0,8,381
aiohttp,8a0295464c05e2f9159c8985fecf02f92079671a,2014-10-18T07:48:16-07:00,aiohttp/streams.py,403,10,0,0,105
aiohttp,8a0295464c05e2f9159c8985fecf02f92079671a,2014-10-18T07:48:16-07:00,aiohttp/web.py,646,0,0,1889,4
aiohttp,8a0295464c05e2f9159c8985fecf02f92079671a,2014-10-18T07:48:16-07:00,aiohttp/connector.py,432,1,0,0,194
aiohttp,8a0295464c05e2f9159c8985fecf02f92079671a,2014-10-18T07:48:16-07:00,aiohttp/protocol.py,858,4,0,28,381
aiohttp,8a0295464c05e2f9159c8985fecf02f92079671a,2014-10-18T07:48:16-07:00,aiohttp/__init__.py,22,0,0,16,381
aiohttp,8a0295464c05e2f9159c8985fecf02f92079671a,2014-10-18T07:48:16-07:00,aiohttp/server.py,326,0,1,8,381
aiohttp,8a0295464c05e2f9159c8985fecf02f92079671a,2014-10-18T07:48:16-07:00,aiohttp/helpers.py,260,0,0,128,106
aiohttp,8a0295464c05e2f9159c8985fecf02f92079671a,2014-10-18T07:48:16-07:00,aiohttp/client.py,926,3,0,22,381
aiohttp,8a0295464c05e2f9159c8985fecf02f92079671a,2014-10-18T07:48:16-07:00,examples/web_srv.py,55,0,0,2,3
aiohttp,8a0295464c05e2f9159c8985fecf02f92079671a,2014-10-18T07:48:16-07:00,aiohttp/parsers.py,449,3,0,0,381
aiohttp,8a0295464c05e2f9159c8985fecf02f92079671a,2014-10-18T07:48:16-07:00,aiohttp/abc.py,18,0,0,4,1
aiohttp,8a0295464c05e2f9159c8985fecf02f92079671a,2014-10-18T07:48:16-07:00,examples/wssrv.py,318,0,0,2,381
aiohttp,8a0295464c05e2f9159c8985fecf02f92079671a,2014-10-18T07:48:16-07:00,examples/mpsrv.py,293,0,0,2,381
aiohttp,4e2f592b0af3a8f52c2eda4ea6a19cdc8cae550b,2014-12-02T13:12:07-08:00,examples/srv.py,167,0,0,4,426
aiohttp,4e2f592b0af3a8f52c2eda4ea6a19cdc8cae550b,2014-12-02T13:12:07-08:00,aiohttp/web.py,1262,0,0,386,49
aiohttp,4e2f592b0af3a8f52c2eda4ea6a19cdc8cae550b,2014-12-02T13:12:07-08:00,aiohttp/protocol.py,857,6,0,14,426
aiohttp,4e2f592b0af3a8f52c2eda4ea6a19cdc8cae550b,2014-12-02T13:12:07-08:00,aiohttp/server.py,347,0,1,38,426
aiohttp,4e2f592b0af3a8f52c2eda4ea6a19cdc8cae550b,2014-12-02T13:12:07-08:00,aiohttp/helpers.py,309,0,0,24,152
aiohttp,4e2f592b0af3a8f52c2eda4ea6a19cdc8cae550b,2014-12-02T13:12:07-08:00,aiohttp/parsers.py,451,3,0,2,426
aiohttp,4e2f592b0af3a8f52c2eda4ea6a19cdc8cae550b,2014-12-02T13:12:07-08:00,examples/wssrv.py,318,0,0,4,426
aiohttp,4e2f592b0af3a8f52c2eda4ea6a19cdc8cae550b,2014-12-02T13:12:07-08:00,examples/mpsrv.py,293,0,0,4,426
aiohttp,4e2f592b0af3a8f52c2eda4ea6a19cdc8cae550b,2014-12-02T13:12:07-08:00,aiohttp/worker.py,86,0,1,64,426
aiohttp,4e2f592b0af3a8f52c2eda4ea6a19cdc8cae550b,2014-12-02T13:12:07-08:00,aiohttp/errors.py,145,0,0,47,426
aiohttp,4e2f592b0af3a8f52c2eda4ea6a19cdc8cae550b,2014-12-02T13:12:07-08:00,aiohttp/streams.py,403,10,0,4,150
aiohttp,4e2f592b0af3a8f52c2eda4ea6a19cdc8cae550b,2014-12-02T13:12:07-08:00,aiohttp/connector.py,421,1,0,30,239
aiohttp,4e2f592b0af3a8f52c2eda4ea6a19cdc8cae550b,2014-12-02T13:12:07-08:00,aiohttp/__init__.py,22,0,0,14,426
aiohttp,4e2f592b0af3a8f52c2eda4ea6a19cdc8cae550b,2014-12-02T13:12:07-08:00,aiohttp/client.py,927,3,0,189,426
aiohttp,4e2f592b0af3a8f52c2eda4ea6a19cdc8cae550b,2014-12-02T13:12:07-08:00,examples/web_srv.py,60,0,0,15,48
aiohttp,4e2f592b0af3a8f52c2eda4ea6a19cdc8cae550b,2014-12-02T13:12:07-08:00,aiohttp/log.py,9,0,0,12,153
aiohttp,4e2f592b0af3a8f52c2eda4ea6a19cdc8cae550b,2014-12-02T13:12:07-08:00,aiohttp/websocket.py,260,0,0,4,426
aiohttp,1450300ee11c6d4df0dfeaa5840c557d15506156,2014-12-09T18:17:00-08:00,aiohttp/streams.py,403,10,0,0,158
aiohttp,1450300ee11c6d4df0dfeaa5840c557d15506156,2014-12-09T18:17:00-08:00,setup.py,48,0,0,8,434
aiohttp,1450300ee11c6d4df0dfeaa5840c557d15506156,2014-12-09T18:17:00-08:00,aiohttp/connector.py,427,1,0,10,246
aiohttp,1450300ee11c6d4df0dfeaa5840c557d15506156,2014-12-09T18:17:00-08:00,aiohttp/protocol.py,857,6,0,0,434
aiohttp,1450300ee11c6d4df0dfeaa5840c557d15506156,2014-12-09T18:17:00-08:00,aiohttp/web.py,1306,0,0,153,57
aiohttp,1450300ee11c6d4df0dfeaa5840c557d15506156,2014-12-09T18:17:00-08:00,aiohttp/__init__.py,22,0,0,4,434
aiohttp,1450300ee11c6d4df0dfeaa5840c557d15506156,2014-12-09T18:17:00-08:00,aiohttp/server.py,351,0,1,0,434
aiohttp,1450300ee11c6d4df0dfeaa5840c557d15506156,2014-12-09T18:17:00-08:00,aiohttp/client.py,764,3,0,22,434
aiohttp,1450300ee11c6d4df0dfeaa5840c557d15506156,2014-12-09T18:17:00-08:00,aiohttp/parsers.py,451,3,0,0,434
aiohttp,1450300ee11c6d4df0dfeaa5840c557d15506156,2014-12-09T18:17:00-08:00,examples/web_srv.py,60,0,0,4,56
aiohttp,1450300ee11c6d4df0dfeaa5840c557d15506156,2014-12-09T18:17:00-08:00,aiohttp/worker.py,112,0,1,30,434
aiohttp,b4fb62b85d3011db2f32408d449930d1dd43bdfa,2015-02-22T23:51:33+03:00,aiohttp/server.py,355,0,1,0,508
aiohttp,b4fb62b85d3011db2f32408d449930d1dd43bdfa,2015-02-22T23:51:33+03:00,aiohttp/client.py,772,3,0,0,508
aiohttp,b4fb62b85d3011db2f32408d449930d1dd43bdfa,2015-02-22T23:51:33+03:00,aiohttp/streams.py,403,10,0,0,232
aiohttp,b4fb62b85d3011db2f32408d449930d1dd43bdfa,2015-02-22T23:51:33+03:00,aiohttp/parsers.py,457,3,0,0,508
aiohttp,b4fb62b85d3011db2f32408d449930d1dd43bdfa,2015-02-22T23:51:33+03:00,aiohttp/web.py,1662,2,0,0,131
aiohttp,b4fb62b85d3011db2f32408d449930d1dd43bdfa,2015-02-22T23:51:33+03:00,aiohttp/connector.py,472,3,0,0,321
aiohttp,b4fb62b85d3011db2f32408d449930d1dd43bdfa,2015-02-22T23:51:33+03:00,aiohttp/protocol.py,843,6,0,0,508
aiohttp,b4fb62b85d3011db2f32408d449930d1dd43bdfa,2015-02-22T23:51:33+03:00,aiohttp/worker.py,119,0,1,0,508
aiohttp,14f9b051244bf40fdf77c5b1d73cf411807b1448,2015-03-11T12:02:30-07:00,setup.py,99,0,0,3,525
aiohttp,14f9b051244bf40fdf77c5b1d73cf411807b1448,2015-03-11T12:02:30-07:00,examples/srv.py,167,0,0,12,525
aiohttp,14f9b051244bf40fdf77c5b1d73cf411807b1448,2015-03-11T12:02:30-07:00,aiohttp/web.py,1694,2,0,2103,148
aiohttp,14f9b051244bf40fdf77c5b1d73cf411807b1448,2015-03-11T12:02:30-07:00,aiohttp/protocol.py,843,6,0,4,525
aiohttp,14f9b051244bf40fdf77c5b1d73cf411807b1448,2015-03-11T12:02:30-07:00,aiohttp/server.py,355,0,1,2,525
aiohttp,14f9b051244bf40fdf77c5b1d73cf411807b1448,2015-03-11T12:02:30-07:00,aiohttp/helpers.py,297,0,0,2,251
aiohttp,14f9b051244bf40fdf77c5b1d73cf411807b1448,2015-03-11T12:02:30-07:00,aiohttp/parsers.py,457,3,0,4,525
aiohttp,14f9b051244bf40fdf77c5b1d73cf411807b1448,2015-03-11T12:02:30-07:00,aiohttp/multidict.py,333,0,0,87,286
aiohttp,14f9b051244bf40fdf77c5b1d73cf411807b1448,2015-03-11T12:02:30-07:00,examples/mpsrv.py,293,0,0,4,525
aiohttp,14f9b051244bf40fdf77c5b1d73cf411807b1448,2015-03-11T12:02:30-07:00,aiohttp/worker.py,119,0,1,2,525
aiohttp,14f9b051244bf40fdf77c5b1d73cf411807b1448,2015-03-11T12:02:30-07:00,aiohttp/errors.py,176,0,0,53,525
aiohttp,14f9b051244bf40fdf77c5b1d73cf411807b1448,2015-03-11T12:02:30-07:00,aiohttp/streams.py,403,10,0,4,249
aiohttp,14f9b051244bf40fdf77c5b1d73cf411807b1448,2015-03-11T12:02:30-07:00,aiohttp/websocket.py,265,0,0,177,525
aiohttp,14f9b051244bf40fdf77c5b1d73cf411807b1448,2015-03-11T12:02:30-07:00,aiohttp/multipart.py,843,5,0,4,27
aiohttp,14f9b051244bf40fdf77c5b1d73cf411807b1448,2015-03-11T12:02:30-07:00,aiohttp/connector.py,473,3,0,7,338
aiohttp,14f9b051244bf40fdf77c5b1d73cf411807b1448,2015-03-11T12:02:30-07:00,aiohttp/__init__.py,27,0,0,10,525
aiohttp,14f9b051244bf40fdf77c5b1d73cf411807b1448,2015-03-11T12:02:30-07:00,aiohttp/client.py,781,3,0,2,525
aiohttp,14f9b051244bf40fdf77c5b1d73cf411807b1448,2015-03-11T12:02:30-07:00,aiohttp/wsgi.py,217,0,0,2,525
aiohttp,14f9b051244bf40fdf77c5b1d73cf411807b1448,2015-03-11T12:02:30-07:00,aiohttp/hdrs.py,62,0,0,6,57
aiohttp,14f9b051244bf40fdf77c5b1d73cf411807b1448,2015-03-11T12:02:30-07:00,examples/wsclient.py,105,0,0,84,525
aiohttp,0a4503215ae7c5fe7772a2927c686bdfad0060bc,2015-04-04T22:36:43+03:00,aiohttp/test_utils.py,309,0,0,2,549
aiohttp,0a4503215ae7c5fe7772a2927c686bdfad0060bc,2015-04-04T22:36:43+03:00,setup.py,100,0,0,10,549
aiohttp,0a4503215ae7c5fe7772a2927c686bdfad0060bc,2015-04-04T22:36:43+03:00,aiohttp/web.py,209,0,0,34,172
aiohttp,0a4503215ae7c5fe7772a2927c686bdfad0060bc,2015-04-04T22:36:43+03:00,aiohttp/protocol.py,843,6,0,95,549
aiohttp,0a4503215ae7c5fe7772a2927c686bdfad0060bc,2015-04-04T22:36:43+03:00,aiohttp/server.py,355,0,1,103,549
aiohttp,0a4503215ae7c5fe7772a2927c686bdfad0060bc,2015-04-04T22:36:43+03:00,aiohttp/helpers.py,300,0,0,16,275
aiohttp,0a4503215ae7c5fe7772a2927c686bdfad0060bc,2015-04-04T22:36:43+03:00,aiohttp/web_ws.py,264,10,0,3,172
aiohttp,0a4503215ae7c5fe7772a2927c686bdfad0060bc,2015-04-04T22:36:43+03:00,aiohttp/parsers.py,458,3,0,74,549
aiohttp,0a4503215ae7c5fe7772a2927c686bdfad0060bc,2015-04-04T22:36:43+03:00,aiohttp/abc.py,23,0,0,6,170
aiohttp,0a4503215ae7c5fe7772a2927c686bdfad0060bc,2015-04-04T22:36:43+03:00,aiohttp/web_urldispatcher.py,378,0,0,8,19
aiohttp,0a4503215ae7c5fe7772a2927c686bdfad0060bc,2015-04-04T22:36:43+03:00,examples/mpsrv.py,293,0,0,3,549
aiohttp,0a4503215ae7c5fe7772a2927c686bdfad0060bc,2015-04-04T22:36:43+03:00,aiohttp/worker.py,119,0,1,0,549
aiohttp,0a4503215ae7c5fe7772a2927c686bdfad0060bc,2015-04-04T22:36:43+03:00,aiohttp/errors.py,172,0,0,2,549
aiohttp,0a4503215ae7c5fe7772a2927c686bdfad0060bc,2015-04-04T22:36:43+03:00,aiohttp/streams.py,398,10,0,450,273
aiohttp,0a4503215ae7c5fe7772a2927c686bdfad0060bc,2015-04-04T22:36:43+03:00,aiohttp/multipart.py,840,5,0,0,51
aiohttp,0a4503215ae7c5fe7772a2927c686bdfad0060bc,2015-04-04T22:36:43+03:00,aiohttp/websocket_client.py,234,9,0,0,23
aiohttp,0a4503215ae7c5fe7772a2927c686bdfad0060bc,2015-04-04T22:36:43+03:00,aiohttp/connector.py,476,3,0,13,362
aiohttp,0a4503215ae7c5fe7772a2927c686bdfad0060bc,2015-04-04T22:36:43+03:00,aiohttp/__init__.py,29,0,0,4,549
aiohttp,0a4503215ae7c5fe7772a2927c686bdfad0060bc,2015-04-04T22:36:43+03:00,examples/web_ws.py,72,0,0,5,81
aiohttp,0a4503215ae7c5fe7772a2927c686bdfad0060bc,2015-04-04T22:36:43+03:00,aiohttp/client.py,787,3,0,382,549
aiohttp,0a4503215ae7c5fe7772a2927c686bdfad0060bc,2015-04-04T22:36:43+03:00,docs/conf.py,303,0,0,9,395
aiohttp,0a4503215ae7c5fe7772a2927c686bdfad0060bc,2015-04-04T22:36:43+03:00,aiohttp/web_reqrep.py,663,1,0,35,21
aiohttp,0a4503215ae7c5fe7772a2927c686bdfad0060bc,2015-04-04T22:36:43+03:00,aiohttp/websocket.py,399,1,0,21,549
aiohttp,ee3f05555d9f34a861978fcbaf4fa9af45736e7e,2015-04-08T10:26:00-07:00,aiohttp/test_utils.py,309,0,0,2,553
aiohttp,ee3f05555d9f34a861978fcbaf4fa9af45736e7e,2015-04-08T10:26:00-07:00,setup.py,100,0,0,10,553
aiohttp,ee3f05555d9f34a861978fcbaf4fa9af45736e7e,2015-04-08T10:26:00-07:00,aiohttp/web.py,209,0,0,41,176
aiohttp,ee3f05555d9f34a861978fcbaf4fa9af45736e7e,2015-04-08T10:26:00-07:00,aiohttp/protocol.py,849,6,0,66,553
aiohttp,ee3f05555d9f34a861978fcbaf4fa9af45736e7e,2015-04-08T10:26:00-07:00,aiohttp/server.py,355,0,1,122,553
aiohttp,ee3f05555d9f34a861978fcbaf4fa9af45736e7e,2015-04-08T10:26:00-07:00,aiohttp/helpers.py,300,0,0,25,279
aiohttp,ee3f05555d9f34a861978fcbaf4fa9af45736e7e,2015-04-08T10:26:00-07:00,aiohttp/web_ws.py,265,10,0,0,176
aiohttp,ee3f05555d9f34a861978fcbaf4fa9af45736e7e,2015-04-08T10:26:00-07:00,aiohttp/parsers.py,436,5,0,0,553
aiohttp,ee3f05555d9f34a861978fcbaf4fa9af45736e7e,2015-04-08T10:26:00-07:00,aiohttp/abc.py,23,0,0,6,173
aiohttp,ee3f05555d9f34a861978fcbaf4fa9af45736e7e,2015-04-08T10:26:00-07:00,aiohttp/web_urldispatcher.py,380,0,0,28,23
aiohttp,ee3f05555d9f34a861978fcbaf4fa9af45736e7e,2015-04-08T10:26:00-07:00,examples/mpsrv.py,293,0,0,3,553
aiohttp,ee3f05555d9f34a861978fcbaf4fa9af45736e7e,2015-04-08T10:26:00-07:00,aiohttp/worker.py,119,0,1,3,553
aiohttp,ee3f05555d9f34a861978fcbaf4fa9af45736e7e,2015-04-08T10:26:00-07:00,aiohttp/errors.py,172,0,0,2,553
aiohttp,ee3f05555d9f34a861978fcbaf4fa9af45736e7e,2015-04-08T10:26:00-07:00,aiohttp/streams.py,488,18,0,46,277
aiohttp,ee3f05555d9f34a861978fcbaf4fa9af45736e7e,2015-04-08T10:26:00-07:00,aiohttp/multipart.py,840,5,0,0,55
aiohttp,ee3f05555d9f34a861978fcbaf4fa9af45736e7e,2015-04-08T10:26:00-07:00,aiohttp/websocket_client.py,234,9,0,0,26
aiohttp,ee3f05555d9f34a861978fcbaf4fa9af45736e7e,2015-04-08T10:26:00-07:00,aiohttp/connector.py,476,3,0,13,366
aiohttp,ee3f05555d9f34a861978fcbaf4fa9af45736e7e,2015-04-08T10:26:00-07:00,aiohttp/__init__.py,29,0,0,12,553
aiohttp,ee3f05555d9f34a861978fcbaf4fa9af45736e7e,2015-04-08T10:26:00-07:00,aiohttp/client.py,787,3,0,374,553
aiohttp,ee3f05555d9f34a861978fcbaf4fa9af45736e7e,2015-04-08T10:26:00-07:00,docs/conf.py,306,0,0,4,399
aiohttp,ee3f05555d9f34a861978fcbaf4fa9af45736e7e,2015-04-08T10:26:00-07:00,aiohttp/web_reqrep.py,662,1,0,22,25
aiohttp,ee3f05555d9f34a861978fcbaf4fa9af45736e7e,2015-04-08T10:26:00-07:00,aiohttp/websocket.py,402,1,0,0,553
aiohttp,bf33810d11bbedbe8a01cde53ae89fcc2b6b04fd,2015-05-06T21:59:50+03:00,aiohttp/web.py,228,0,0,8,204
aiohttp,bf33810d11bbedbe8a01cde53ae89fcc2b6b04fd,2015-05-06T21:59:50+03:00,aiohttp/protocol.py,863,6,0,0,581
aiohttp,bf33810d11bbedbe8a01cde53ae89fcc2b6b04fd,2015-05-06T21:59:50+03:00,aiohttp/server.py,393,0,1,9,581
aiohttp,bf33810d11bbedbe8a01cde53ae89fcc2b6b04fd,2015-05-06T21:59:50+03:00,aiohttp/web_ws.py,265,10,0,0,204
aiohttp,bf33810d11bbedbe8a01cde53ae89fcc2b6b04fd,2015-05-06T21:59:50+03:00,aiohttp/parsers.py,436,5,0,0,581
aiohttp,bf33810d11bbedbe8a01cde53ae89fcc2b6b04fd,2015-05-06T21:59:50+03:00,aiohttp/web_urldispatcher.py,392,0,0,20,51
aiohttp,bf33810d11bbedbe8a01cde53ae89fcc2b6b04fd,2015-05-06T21:59:50+03:00,aiohttp/worker.py,120,0,1,0,581
aiohttp,bf33810d11bbedbe8a01cde53ae89fcc2b6b04fd,2015-05-06T21:59:50+03:00,aiohttp/errors.py,172,0,0,16,581
aiohttp,bf33810d11bbedbe8a01cde53ae89fcc2b6b04fd,2015-05-06T21:59:50+03:00,aiohttp/streams.py,532,18,0,0,305
aiohttp,bf33810d11bbedbe8a01cde53ae89fcc2b6b04fd,2015-05-06T21:59:50+03:00,aiohttp/multipart.py,840,5,0,0,83
aiohttp,bf33810d11bbedbe8a01cde53ae89fcc2b6b04fd,2015-05-06T21:59:50+03:00,aiohttp/websocket_client.py,234,9,0,103,55
aiohttp,bf33810d11bbedbe8a01cde53ae89fcc2b6b04fd,2015-05-06T21:59:50+03:00,aiohttp/connector.py,491,3,0,429,394
aiohttp,bf33810d11bbedbe8a01cde53ae89fcc2b6b04fd,2015-05-06T21:59:50+03:00,aiohttp/__init__.py,29,0,0,4,581
aiohttp,bf33810d11bbedbe8a01cde53ae89fcc2b6b04fd,2015-05-06T21:59:50+03:00,aiohttp/client.py,996,6,0,1104,581
aiohttp,bf33810d11bbedbe8a01cde53ae89fcc2b6b04fd,2015-05-06T21:59:50+03:00,aiohttp/wsgi.py,217,0,0,5,581
aiohttp,bf33810d11bbedbe8a01cde53ae89fcc2b6b04fd,2015-05-06T21:59:50+03:00,aiohttp/web_reqrep.py,658,1,0,22,53
aiohttp,bf33810d11bbedbe8a01cde53ae89fcc2b6b04fd,2015-05-06T21:59:50+03:00,aiohttp/websocket.py,402,1,0,0,581
aiohttp,b18fe5449b1cbb596e42fa0269d1cdd696a168ef,2015-05-13T17:36:34+03:00,aiohttp/errors.py,172,0,0,16,588
aiohttp,b18fe5449b1cbb596e42fa0269d1cdd696a168ef,2015-05-13T17:36:34+03:00,aiohttp/streams.py,532,18,0,6,312
aiohttp,b18fe5449b1cbb596e42fa0269d1cdd696a168ef,2015-05-13T17:36:34+03:00,aiohttp/multipart.py,840,5,0,0,89
aiohttp,b18fe5449b1cbb596e42fa0269d1cdd696a168ef,2015-05-13T17:36:34+03:00,aiohttp/websocket_client.py,235,8,0,169,61
aiohttp,b18fe5449b1cbb596e42fa0269d1cdd696a168ef,2015-05-13T17:36:34+03:00,aiohttp/web.py,228,0,0,30,211
aiohttp,b18fe5449b1cbb596e42fa0269d1cdd696a168ef,2015-05-13T17:36:34+03:00,aiohttp/connector.py,597,2,0,85,401
aiohttp,b18fe5449b1cbb596e42fa0269d1cdd696a168ef,2015-05-13T17:36:34+03:00,aiohttp/protocol.py,863,6,0,0,588
aiohttp,b18fe5449b1cbb596e42fa0269d1cdd696a168ef,2015-05-13T17:36:34+03:00,aiohttp/__init__.py,29,0,0,4,588
aiohttp,b18fe5449b1cbb596e42fa0269d1cdd696a168ef,2015-05-13T17:36:34+03:00,aiohttp/server.py,392,0,1,0,588
aiohttp,b18fe5449b1cbb596e42fa0269d1cdd696a168ef,2015-05-13T17:36:34+03:00,aiohttp/client_reqrep.py,699,4,0,2,588
